LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_AMT1,BILL_AMT1,PAY_1,PAY_AMT2,BILL_AMT2,PAY_2,PAY_AMT3,BILL_AMT3,PAY_3,PAY_AMT4,BILL_AMT4,PAY_4,PAY_AMT5,BILL_AMT5,PAY_5,PAY_AMT6,BILL_AMT6,PAY_6,default
93139,2,1,1,41,1815,10663,2,2723,31196,4,7248,43125,2,5077,21911,2,3173,31728,5,1225,23292,1,0
189343,2,4,1,21,970,42811,0,754,85621,4,4840,44666,0,3517,33341,1,921,58131,1,13002,47227,4,0
4604,1,3,1,34,3925,22757,2,3352,40549,4,4370,33461,1,1258,23265,0,4239,23022,4,3203,58989,3,1
132482,1,3,1,42,4175,30093,1,12634,46130,0,246,48064,2,5914,20123,1,3618,45306,1,11646,41484,6,0
41751,1,4,2,44,8736,37448,-1,6895,34651,3,2651,49568,0,2422,21495,7,3026,47803,2,283,63662,2,0
65110,2,2,2,28,3053,60879,0,9231,34133,2,3996,49577,0,683,27721,1,2090,36089,4,2139,22869,0,0
264309,2,2,1,31,8425,58575,-1,8166,-4961,5,4560,33470,3,9529,80854,0,269,55864,2,2228,44263,0,0
40342,1,4,2,28,1864,38905,1,2468,55749,0,24,35813,3,1000,38830,2,4633,30697,1,192,28130,3,0
62611,2,4,1,31,4282,65310,0,6171,34060,1,1112,28658,1,3890,12944,-1,3641,85936,1,5214,69536,0,0
1377,1,3,1,24,1168,-246,8,7017,36238,0,14957,24983,4,6384,29514,0,4401,44731,0,766,38898,2,0
8512,1,2,2,26,2434,77544,4,1151,45466,0,3552,38721,2,5216,60330,0,12,64766,2,2128,35788,0,0
29920,1,2,2,39,9743,53849,3,9839,31708,2,6080,70330,-1,876,25965,2,431,57761,-1,19829,17274,0,0
2824,1,3,2,36,1216,42056,1,3060,45276,0,1842,80780,1,1079,69752,2,917,68470,1,13306,56565,1,0
99797,2,2,1,39,8309,22172,3,82,64061,1,4401,66277,2,805,60592,3,2975,41761,1,1514,48837,-1,0
55582,1,4,2,37,1662,31238,0,5155,48096,2,2203,30722,1,376,36113,1,8248,62542,1,1891,39635,2,0
79439,1,5,2,42,175,52187,1,5646,36930,0,1761,48153,3,1665,26880,0,1410,69119,1,3885,52062,1,0
19194,1,4,3,43,582,52641,0,4012,37530,0,2650,-938,0,3713,20984,0,8260,45759,0,1683,61429,1,0
35088,1,2,1,21,6849,53367,0,1193,44011,7,3079,36899,-1,949,43847,4,1341,26028,-1,6467,44039,-1,0
109012,1,4,2,26,1519,25430,-1,3291,23356,3,2010,32228,2,17678,48299,-1,6912,76595,1,4186,48890,1,0
336109,1,2,2,32,5308,21403,1,2555,44157,2,1491,77486,2,6000,66800,1,10366,40380,6,3198,50833,3,1
5173,1,2,3,34,6006,43904,-1,18382,53691,4,4888,45208,3,4378,47135,0,8476,41571,0,15778,4776,2,0
221077,2,1,1,28,2116,55397,2,8705,41750,-1,2396,41014,-1,5719,32952,0,6704,45406,0,1226,49428,1,0
86010,2,2,2,44,3221,40063,5,7175,31517,-1,1127,38631,2,2863,67487,-1,196,24335,4,9779,7255,0,0
82992,2,5,1,54,2585,69629,0,998,34257,0,7101,34182,-1,3173,56385,8,2003,46802,0,6494,40149,1,0
69370,2,2,2,36,14720,40662,1,2010,53043,1,6432,50631,3,10976,26246,-1,1093,46964,0,1123,51267,2,0
7191,1,2,1,35,1927,39985,2,2387,17996,1,10893,26751,2,6399,38338,0,3217,39798,0,1021,3468,1,0
9417,2,6,1,43,1012,53411,0,3392,23670,0,4048,50997,1,4435,53209,0,2187,38668,-1,4307,41034,3,0
91857,2,1,2,21,2275,64384,5,153,7861,-1,1638,68635,1,14999,46097,1,4809,35556,2,417,32926,0,0
41696,2,4,1,35,5535,13014,4,4494,40679,3,9964,42252,2,5433,19842,7,4170,32397,0,3277,35027,0,1
249214,1,2,1,44,5976,17639,0,2214,57237,1,1644,33713,-1,2543,43517,0,2818,54531,1,2056,55534,6,0
52187,2,1,1,28,12888,33734,-1,4123,66629,8,5329,38493,3,243,26487,2,7292,45806,1,9506,78006,5,1
15464,2,5,1,22,10674,103178,8,45,70973,0,1056,64013,0,2477,41269,2,74,58624,-1,4541,54705,0,0
125428,1,2,3,33,1700,34770,7,1938,26190,2,4960,42784,1,12938,14006,1,10040,29570,1,5110,40504,0,0
34722,2,3,2,34,3036,37564,1,7319,45000,3,9189,27813,1,228,22181,0,14,62555,0,1978,13071,1,0
74543,1,2,2,25,6877,52367,-1,3476,31953,4,3882,56173,3,1020,81972,0,3007,57828,4,1220,67353,1,0
119677,2,1,1,55,12416,59538,2,7776,72952,0,3182,25786,0,8270,31475,0,10657,35141,0,3848,36734,-1,0
230522,1,1,3,30,2056,43395,0,6002,66068,0,25158,35331,0,2270,62269,0,2706,26674,2,14480,6274,5,0
157113,2,2,1,23,2938,63286,6,9652,43361,0,113,44583,2,1028,37482,0,7046,51894,2,4520,16880,3,0
112812,2,1,2,34,11486,16120,3,37,27612,2,2015,23859,1,8455,15941,8,2578,8279,0,97,14615,3,1
113828,2,4,1,44,2219,24678,2,1514,-28960,1,12541,4271,0,4087,18400,1,9516,31699,1,16584,17717,2,0
291737,1,3,2,35,3274,63249,0,3979,11328,1,5145,48988,2,3975,24140,1,35846,45509,3,8971,60279,0,0
35072,2,2,2,39,11743,40218,2,14152,2954,-1,3905,-3836,-1,1739,82914,2,11428,37003,0,10750,43965,0,0
111,1,3,1,26,8103,14750,0,5693,11075,0,5076,21468,3,5621,35377,0,286,18575,2,3012,50818,0,1
31739,1,5,1,49,1394,13549,-1,3049,77576,0,1942,55563,1,9896,43621,1,802,41807,0,11330,-16022,8,0
24576,1,5,2,40,1963,23781,1,697,14099,4,369,48383,0,6935,53635,-1,3902,20023,0,1499,55352,0,0
108422,1,4,1,45,2176,40042,1,3398,18781,3,1608,36841,1,4739,50091,7,16298,45215,2,8087,52594,1,1
100433,2,4,1,38,12194,49347,3,2908,21589,1,2051,22090,0,2157,57299,1,2607,32171,2,4740,4173,3,0
90007,2,2,1,43,34217,33418,4,7535,91970,2,3268,31379,2,9648,29491,-1,1622,37230,2,15245,15101,1,0
1637,2,2,2,26,7436,47699,0,2666,38750,-1,2503,51529,2,4174,16323,1,16759,23558,1,1757,62760,1,1
130481,1,3,2,30,3311,31258,1,1919,59884,2,3680,37352,1,11017,21108,0,6168,55475,3,659,28075,0,0
39086,2,3,1,48,51,64478,1,470,43507,-1,1091,15296,0,1466,9362,3,7357,37078,2,6311,60188,0,0
109379,1,3,1,50,5978,91036,0,238,311,2,1017,22401,3,5310,29596,7,586,25239,0,21371,40202,2,0
81323,1,3,2,23,2466,32147,2,2891,70652,1,2167,31307,1,13681,-34522,5,1522,37585,0,788,29742,2,0
41966,1,6,2,37,5011,49598,1,2129,48021,0,3209,47339,2,2342,54491,1,3502,74696,-1,536,37201,1,0
14453,2,4,1,30,4665,47968,5,4052,37565,0,2090,42091,0,15106,51441,2,6667,46696,-1,2816,175,5,0
9917,2,3,2,28,3277,42773,2,6222,75202,-1,4296,15070,2,2491,20490,0,2133,61517,0,6369,47615,0,0
178092,1,4,1,37,14446,53065,0,204,33069,0,1855,66941,1,2878,12462,-1,1142,7766,1,4539,16014,2,0
250589,2,2,1,46,117,49576,0,3428,37111,7,975,25141,0,8211,70558,3,2873,36052,-1,14075,3406,2,0
104921,2,2,3,39,6226,30578,0,9901,33097,1,9932,48820,5,1510,59329,2,2760,20001,0,8283,10368,1,0
10918,1,2,3,31,2636,66330,0,3036,61525,1,1119,21052,-1,6118,34852,5,10316,29612,3,4250,21822,3,1
51421,1,3,1,40,6255,44033,1,3682,56276,2,17002,89638,0,1771,26497,5,13572,24668,0,2240,51702,1,0
130541,2,1,1,31,5623,32303,0,3335,45572,1,21871,66500,0,4504,40760,0,924,65787,3,9018,24019,2,0
151331,1,4,1,39,51,88864,8,2469,18964,0,5966,24511,0,7479,11182,0,1639,54338,0,3349,55048,-1,0
12581,1,2,1,48,1679,37675,0,583,32595,0,3485,41769,1,132,45859,1,7709,24892,0,10401,57705,2,0
3,2,3,1,21,1048,45098,2,675,18958,2,7933,19415,1,463,15957,2,1405,30706,0,4588,59294,2,1
124527,2,1,1,42,913,43508,-1,986,63207,2,10325,32880,3,13618,-7817,-1,1537,47257,0,6140,76751,5,0
44098,1,2,3,21,6518,37402,1,7864,8505,5,6182,48458,3,8459,23723,1,5644,57812,1,239,49421,0,0
29367,2,4,2,47,1369,48973,0,1610,71887,-1,538,56900,3,10478,19698,-1,3575,60819,2,23213,51628,0,0
1298,1,3,2,28,3219,23100,0,14794,65753,-1,14,15232,0,2889,76138,1,6080,52702,3,7023,27138,1,1
77717,1,6,2,22,1418,51930,1,8308,21629,4,1065,25028,1,6300,73493,-1,376,76282,-1,4361,-6251,0,0
190482,2,6,1,41,4340,4832,2,5768,31670,2,1044,58835,2,31813,17673,1,3507,48535,0,3798,46461,0,0
316135,1,2,1,38,6375,14038,1,6371,25751,7,1007,66478,0,2832,37998,0,5586,31102,2,4574,12636,0,0
83412,1,2,1,25,2010,76514,2,244,48604,1,3564,24537,4,9379,26873,1,3216,23704,3,235,12036,2,0
72249,1,4,2,22,4619,14876,3,4201,68248,1,3670,59137,1,413,76756,7,683,18409,6,2267,16707,2,1
8889,2,6,1,33,8710,800,4,14155,63712,0,6419,15288,3,3924,3596,0,718,15804,0,468,52968,4,0
79600,2,3,2,22,494,15371,2,199,31341,0,1124,34049,3,2026,49302,2,4433,53492,0,964,59325,0,0
47800,2,4,2,24,6200,74801,-1,1719,65096,0,486,17111,0,3702,65559,2,777,71816,1,2024,43218,1,0
93428,1,4,1,36,1951,4162,7,264,63436,-1,5484,31885,0,605,29086,4,1810,42094,-1,5583,17835,0,0
49221,1,2,1,25,654,20883,6,4216,36223,1,3308,78185,5,2291,40472,0,2909,76561,2,13341,34337,0,0
27483,2,3,2,39,3944,10836,2,617,39810,3,5487,38901,0,398,61061,-1,4498,40550,1,21748,68213,-1,0
9978,2,4,3,49,1282,34517,1,3262,70834,0,2396,34361,0,3017,17861,8,1541,52137,2,6953,34694,0,0
37821,2,3,2,33,8611,31279,0,6363,61167,-1,6947,28704,5,2915,52730,0,2598,8353,0,1565,29962,0,0
10163,1,1,1,36,219,30384,3,898,64495,8,5737,34003,5,2000,9031,0,2292,56244,1,1945,67047,1,1
19467,2,2,2,55,519,77122,4,7039,91707,0,5253,23829,0,14812,8092,5,510,27257,0,1834,85615,2,0
436900,1,2,1,23,3680,16018,2,310,50945,1,139,42736,-1,432,57012,0,8142,56612,1,9117,33433,1,0
58717,2,2,3,46,4445,37956,2,810,46513,3,9764,39348,-1,8711,20660,1,6781,65662,1,7447,7415,-1,0
75901,1,5,2,45,6544,46772,0,1643,67158,0,2362,30851,1,2191,43586,3,7665,46096,2,325,41548,1,0
206845,1,1,2,43,1500,20395,0,7950,79756,3,728,29094,1,1111,16437,2,796,48664,4,3412,33253,1,0
541910,2,2,1,47,9218,49731,2,9490,27772,1,7044,43656,0,1591,45612,-1,3644,42370,0,5132,69601,3,0
87398,1,2,2,37,15303,32003,-1,1244,35962,0,3332,25413,0,11608,6817,0,2004,52792,1,78,14371,5,0
167383,2,3,1,29,3456,47486,2,503,19628,4,162,35197,0,8711,65912,4,2142,77462,0,4502,21641,2,0
39592,1,3,1,45,7146,37840,3,9417,46854,2,7613,30975,0,79,56268,1,340,40229,0,14184,32597,2,0
36491,1,2,1,46,3720,-1010,0,5240,57785,2,2854,-4121,4,796,27974,2,14578,43296,0,242,53869,0,0
51534,2,2,3,46,359,66121,-1,859,21022,1,7030,57201,2,5620,2739,1,14042,4430,1,938,18835,1,0
111628,1,2,2,35,1973,81409,3,4079,62675,0,7044,3346,3,1909,35906,2,2623,48441,5,545,61455,1,0
114630,2,3,1,27,457,36464,0,10293,30933,0,526,4634,4,12575,32833,0,9635,24377,5,2304,30174,8,1
37868,2,2,2,36,22494,22040,0,360,29304,-1,4749,57906,1,7720,29112,0,2003,36043,-1,2306,9721,2,0
14295,2,5,1,44,1300,70120,2,437,62598,0,2232,17830,1,10398,61012,8,4098,49547,1,15583,23068,0,1
100074,1,3,1,45,5051,77807,3,1598,27497,0,3952,-1529,8,1071,64270,0,6824,7679,0,8058,12661,4,1
13733,1,1,1,30,1672,36624,4,5281,11930,-1,463,66747,3,816,48551,8,3701,49312,0,5068,14165,1,1
86391,1,4,2,38,5295,35626,1,980,54873,0,4435,27239,3,13436,69811,5,894,45022,3,5139,78536,0,0
118228,2,2,2,21,1181,38401,1,8474,37365,0,7515,64294,1,2589,-16063,2,2382,54064,0,5491,42763,3,0
120601,2,3,1,44,7691,6509,3,6940,63961,2,21642,21694,1,2686,33918,1,7125,27230,3,936,61241,1,0
140028,1,2,2,27,587,34177,1,4116,56659,0,1930,7130,4,5769,32964,-1,7590,62251,5,2186,31774,-1,0
206246,1,3,1,42,11276,74298,1,616,5034,1,842,33567,3,2532,56842,2,2061,46097,2,5200,52184,0,0
69306,2,4,2,23,9176,36626,1,22206,66310,1,2277,15839,1,10404,33631,3,3887,25792,1,170,23884,1,0
131025,1,5,1,45,5678,19199,0,3367,77994,3,97,48085,0,15980,51108,2,1160,12611,-1,3365,74240,0,0
96540,2,2,2,38,348,49933,1,3008,60672,2,2627,53523,0,2021,30367,0,1445,29170,0,9059,34938,0,0
20658,1,2,2,27,1169,26656,0,27095,61477,5,12301,58594,1,1166,26519,1,782,57414,2,3938,23095,0,0
2602,2,3,2,41,9807,38670,0,9970,35046,2,1080,33767,0,391,56021,1,2880,48910,0,10018,14476,2,1
33483,1,5,1,29,650,14623,8,3047,30466,-1,3247,67606,0,1206,39963,2,6362,-2913,1,6861,17081,-1,0
58525,1,5,2,42,847,19267,0,2713,44248,0,4250,21446,0,750,46142,3,10567,33339,4,3870,14525,0,0
95999,2,1,1,32,3926,54753,0,504,58398,2,991,42682,-1,147,15194,2,3933,42507,1,2364,74527,0,0
189684,2,2,2,21,1602,42317,0,13053,57894,1,2003,37232,3,238,53556,0,5278,78189,0,5332,35654,1,0
21846,2,3,1,25,1255,24478,1,9282,31244,1,12115,79452,0,3560,18458,-1,1551,65756,0,3439,34176,3,0
13415,1,2,1,30,4287,42390,5,1855,29216,2,1752,64155,4,6151,74263,0,1128,36428,1,25777,105845,0,0
330989,2,2,2,48,2330,27857,3,6998,10196,0,5044,40643,0,20449,34870,-1,2518,43623,0,4713,70511,4,0
11433,2,2,2,44,757,24324,3,7192,52938,5,736,43968,3,846,31719,1,4092,12746,7,1450,14940,4,1
65102,1,3,1,51,3827,63280,4,1293,32204,1,5541,70711,3,5990,57843,0,170,-12534,-1,16483,66925,1,0
88083,2,5,3,51,2447,55657,5,4755,33979,2,1636,24968,3,4037,38965,-1,483,32061,6,1691,32865,3,1
77952,2,6,3,29,6631,39574,0,1472,74557,8,1315,-661,4,3251,54349,-1,4981,60062,0,11071,37401,0,0
8995,2,2,2,33,542,42886,1,7800,51967,3,662,20646,0,6397,34021,0,1111,43620,1,3388,28148,0,0
5871,1,3,1,30,4845,39832,0,835,46457,1,239,31710,8,1363,54270,6,3019,25019,0,6102,36983,4,1
11147,1,4,2,28,2867,49740,0,5526,56603,4,17188,67215,0,1864,38471,8,13784,58248,3,1126,27934,2,1
88089,1,2,1,21,2604,24009,2,1972,68412,1,2671,60715,6,2427,57337,-1,9924,75867,2,4098,33213,0,0
78601,2,3,1,34,1321,57250,1,184,7650,1,7516,39122,1,1006,63014,3,329,10219,0,1122,31620,-1,0
26623,1,3,3,22,154,47071,2,660,28687,4,12634,49331,-1,3256,8308,1,302,38948,1,1356,49385,2,0
101548,2,2,3,34,9409,34738,0,5319,35357,-1,1140,25821,3,707,47155,2,784,29344,5,882,50054,0,0
171517,2,3,3,56,1975,30244,0,1371,20433,1,10195,81770,3,1914,76592,1,618,40887,0,2983,42716,-1,0
4246,2,1,1,29,5714,56822,0,4985,34695,0,6155,64261,0,600,52355,5,1463,30877,3,3614,69632,0,1
68941,1,3,1,36,14743,36990,3,2679,8977,2,4313,41071,3,182,88769,1,2326,95836,3,1523,61349,1,0
116896,1,2,1,44,4161,26022,2,5899,58443,-1,8279,38527,0,2194,21436,0,432,37611,0,4753,66356,0,0
29076,2,2,1,37,2530,32308,8,3395,29649,2,586,54030,0,4805,45157,3,3085,46004,-1,1580,25125,-1,0
36783,2,2,1,37,1561,55384,3,1844,44019,0,1529,38856,3,823,49753,1,3773,43353,0,3684,16857,0,0
95098,1,4,1,31,13593,7788,1,788,41026,-1,702,3572,0,25146,29462,0,5417,14937,1,5787,45583,1,0
228214,1,3,2,32,5729,32891,0,2085,51148,8,11315,70665,-1,1603,15287,1,2607,44070,1,309,48310,3,0
166033,1,3,2,25,5472,61411,2,5037,-9217,0,520,63372,7,114,83396,2,1754,10559,0,9835,20033,3,0
87498,2,3,2,43,2777,36635,2,6744,49005,0,19547,47440,1,142,62444,0,5152,76064,0,2214,46636,0,0
131015,1,3,2,21,9323,45456,1,873,34498,0,582,31607,1,5491,51157,5,12106,58065,0,3637,5590,1,0
45385,1,2,1,44,6253,61735,0,5457,48137,2,5420,40196,1,5541,40957,3,2524,28463,3,2951,33170,4,0
102433,1,4,1,21,1664,57846,1,987,16410,3,5401,-12877,2,11649,42807,1,1736,36661,4,14945,13969,-1,0
62769,2,2,2,44,4576,31198,0,1253,48273,4,13386,17852,4,476,52560,-1,6324,60524,2,1052,48319,1,0
21064,1,2,2,31,2812,37392,6,3789,65970,0,1951,75341,2,2360,68846,1,10489,45456,0,4929,55817,1,0
120978,2,4,2,22,33,58095,2,1706,43795,1,2017,50345,2,11003,25862,1,16069,6969,2,8817,-1688,3,0
81297,2,2,1,40,8241,58789,0,5417,25655,2,9363,1026,0,7989,42112,2,1243,43365,6,2797,-22007,1,0
44413,2,2,1,44,655,38238,0,15592,26529,2,19216,23445,0,1329,32600,0,1803,61708,0,2041,71682,0,0
242293,1,3,2,30,3566,38929,2,806,51524,2,153,1494,1,11034,18862,2,11814,-6675,0,595,16556,2,0
2115,1,3,2,42,2049,45353,2,4225,51392,3,5043,24390,2,5709,27726,1,1573,42759,1,6378,29009,1,1
37946,1,4,3,21,2093,67338,1,12839,47130,-1,1396,36696,0,1534,44325,1,2120,23287,0,7710,18965,1,0
5856,2,3,2,21,3244,61351,2,971,39249,0,6509,72032,8,229,34014,0,5100,65349,4,1881,63268,0,1
145469,1,3,2,47,29084,53867,2,2285,44059,2,7407,55702,0,3440,40545,1,4198,30941,0,7477,58834,-1,0
121102,2,4,2,32,2624,18426,0,659,38701,1,7188,33957,0,6242,54492,1,10512,28886,4,525,33127,5,0
40249,1,2,2,21,1006,34503,6,5136,32382,1,2859,34939,0,1564,63101,5,4731,56554,3,2814,53599,3,1
112597,1,2,2,28,4754,35554,1,5530,55149,1,858,23989,3,924,93076,1,3355,22049,0,1620,45606,6,0
50407,1,3,3,25,1347,68369,-1,5455,46202,0,4394,61806,-1,391,55424,2,384,41677,-1,1611,46102,6,0
141162,1,2,2,33,557,35222,0,3905,65810,1,7780,64190,8,9226,27662,1,18449,45622,2,13325,52579,0,0
60547,2,6,3,31,257,65068,0,6857,62337,0,12163,13234,8,281,62054,0,2743,36120,0,7488,39828,0,0
53150,2,4,1,36,115,28586,0,182,45549,2,3013,5586,0,4700,33642,0,4249,13923,0,7266,29658,1,0
272922,2,2,2,34,2820,30182,2,15792,51907,0,1409,33629,1,7203,26016,2,3486,22567,5,3398,57822,1,0
28885,2,1,2,48,2781,49629,-1,1255,20856,3,632,36081,0,7581,52456,1,6696,37387,-1,4859,43204,7,0
12834,1,1,1,39,1026,71362,4,648,38448,3,7987,45173,1,5302,68274,4,5198,2118,3,7708,39748,0,1
87837,2,2,2,39,7662,35764,2,14162,46853,1,3831,6506,1,5289,27889,5,2097,41709,1,1550,42222,0,0
348420,2,2,1,46,692,-11255,0,8872,8345,0,5607,25687,3,3213,46308,0,3670,34734,0,1721,27563,1,0
47455,2,3,2,31,12344,8716,0,7238,48588,-1,867,38351,-1,2695,49127,0,8744,51445,0,10750,13618,1,0
6404,1,4,2,22,4428,45959,1,553,20815,0,33,24423,8,738,21028,0,5018,52990,1,1300,27336,1,1
41446,2,4,1,47,140,10504,0,8239,23008,-1,17145,57157,6,3832,11371,-1,15459,17550,0,5696,44439,3,0
70508,2,2,1,36,16480,22688,-1,4695,29410,-1,8327,77370,1,368,11942,3,7010,29612,0,12562,38259,1,0
17664,1,2,2,36,1840,40246,-1,6582,39389,2,2554,29227,1,3157,65576,0,3319,21444,0,15211,18157,0,0
107324,1,3,2,28,2988,-8987,0,19099,13439,7,3054,57783,1,6563,30722,4,8225,29471,1,1806,11791,1,0
609655,2,4,1,28,1672,32405,0,1081,57132,-1,13229,32856,-1,2924,27394,1,2918,34960,3,14995,15656,4,0
60100,2,4,2,43,6517,16703,-1,3509,43548,0,1163,21396,2,3549,46369,0,1198,62394,7,742,36505,4,0
43808,1,5,2,44,3324,10016,4,6998,78499,4,8118,25755,1,9232,66016,1,4967,28081,0,1389,71947,2,0
51199,2,3,2,42,709,23956,0,2842,46001,2,90,55372,0,5200,16706,2,2183,57732,-1,2568,15876,2,0
12233,1,3,1,42,550,18615,1,281,51416,1,10425,27167,1,682,2236,2,125,45205,8,7127,54262,2,1
214792,2,2,3,40,6461,49389,0,590,22922,8,4449,31078,0,3914,69511,0,1204,67717,0,469,12062,0,0
53584,2,3,1,36,1353,63930,-1,4607,16363,1,3246,17123,2,2267,50275,8,914,32932,3,1258,55358,2,1
48983,2,2,2,33,741,32711,2,1677,52383,2,6128,52678,2,1158,18545,1,7920,23730,3,3238,26324,2,0
107789,2,3,2,47,3460,28077,0,741,18134,2,350,49163,0,5220,31233,3,6486,42880,-1,388,38213,1,0
58345,2,3,1,31,8116,31715,-1,2076,52836,0,1087,69100,0,2442,19952,-1,4766,7856,3,2174,54064,3,0
104478,1,2,2,38,1634,17836,1,1121,74130,1,2612,51926,4,7290,52798,3,13615,43152,0,4767,41717,-1,0
6341,1,1,1,26,1617,14225,-1,121,58915,0,4809,48258,2,4415,60456,1,980,51315,3,7405,44844,1,0
168052,2,1,2,28,8975,7088,1,823,51408,1,780,51665,2,550,53385,2,890,61968,0,3474,41983,-1,0
282184,2,1,2,32,799,13409,0,10731,45389,-1,2386,34881,2,2156,43328,0,11989,48121,3,2973,77004,3,0
104630,2,1,2,26,4795,72639,0,60,32320,0,1511,42202,-1,1572,47561,1,5204,37142,3,2015,14448,0,0
309149,1,2,2,42,15506,26191,-1,7432,37708,0,5186,58623,-1,812,25166,6,4077,78821,-1,2297,37164,0,0
16420,1,2,2,21,9203,-18832,7,7001,28691,0,12583,23595,1,8052,31116,0,6733,39813,1,3880,40197,0,0
64896,1,2,2,35,319,28258,1,4153,13691,-1,907,74033,6,2378,40119,0,1654,18828,0,2521,22218,6,0
92081,1,6,2,36,1927,8191,1,1168,40708,3,1049,52759,1,4749,34466,2,4517,39311,3,1908,55973,0,0
87164,1,2,1,21,767,41189,2,10521,62157,1,4588,80423,4,10685,40011,1,2783,13114,1,4882,31280,-1,0
51326,1,2,2,30,14903,39032,3,3222,14224,3,3021,16490,-1,3915,7648,1,1833,15323,0,28482,56272,-1,0
41261,1,3,3,37,21322,41117,2,950,67969,3,6331,16488,2,1492,57624,3,10449,44832,0,1736,41693,0,0
13561,1,4,1,39,1339,39185,3,2802,64343,0,1697,47440,0,7819,18557,1,875,13482,0,639,32693,-1,0
49715,2,3,1,32,5538,32545,1,1084,47939,1,3935,42471,1,2861,-2162,2,90,27667,8,797,74450,3,1
17752,1,2,1,41,9214,10882,0,2358,48100,2,2445,30858,0,4148,25693,5,2224,16628,4,4667,3356,2,0
132563,1,3,1,33,1330,38506,3,3432,36275,1,1651,14612,2,11618,35687,-1,1105,42805,0,4069,52394,3,0
23424,1,4,1,35,1039,60378,4,2230,40840,4,6533,34644,1,3359,80353,0,8330,25763,2,564,67988,1,0
6035,1,4,1,37,56,76273,0,5350,30728,1,7945,44342,1,2037,30223,4,677,50642,8,2638,10187,1,1
80377,2,3,1,44,2654,35240,1,13737,40632,2,1994,13830,0,6498,44194,3,13862,49026,2,9627,39438,0,0
90443,1,4,2,28,11484,37407,2,2139,42796,3,4877,31792,0,716,46413,0,916,13912,0,3249,49477,3,0
205504,2,4,1,30,11664,50008,-1,2198,77624,0,983,47648,0,12251,9702,0,11002,58417,-1,7612,22683,-1,0
86033,2,3,2,28,683,69864,5,6702,51312,1,7826,55753,1,12357,37894,3,921,36568,3,237,51278,1,0
42385,2,3,2,31,1142,30274,1,3781,35811,-1,1651,34275,0,4330,34711,1,245,15510,0,3379,68497,0,0
162461,1,3,3,49,2621,53853,2,2800,38021,0,937,23978,0,837,41673,4,3345,47458,0,8688,54674,0,0
77713,1,4,2,40,7584,23543,0,8404,25734,0,14063,42304,1,3008,48461,5,2203,75213,0,4606,77586,2,0
8259,1,1,1,23,4731,46596,0,11083,29031,1,2745,35864,0,2752,57015,-1,4554,36071,0,607,18866,0,0
83436,2,6,3,28,3606,59412,0,4465,58213,3,5157,10698,1,1771,22870,7,5118,7036,0,10798,35464,1,0
238616,2,2,2,38,4481,14182,0,1023,30120,0,8282,30989,-1,962,49664,2,13619,58456,1,1024,9496,0,0
50469,2,3,1,25,505,29497,1,3139,27649,3,5794,28204,8,1530,25430,3,15258,71508,3,6223,30560,2,1
35143,2,4,1,27,3247,59095,3,3509,28149,0,4158,40455,2,4054,21795,2,3415,18395,4,375,50232,-1,0
15486,1,2,1,48,24181,52323,1,2829,25416,0,2322,25325,1,5787,75051,0,1170,24085,2,3865,45269,2,0
16422,1,3,1,28,463,60718,0,1521,62543,5,12537,29031,5,19460,3735,1,1420,40709,-1,1787,28976,1,0
56699,1,2,1,44,3662,56968,-1,3196,42854,-1,716,36356,4,1215,29667,1,525,1320,6,18742,37472,2,0
90554,2,2,3,47,1752,33177,2,2957,34353,0,10767,52767,0,1140,44446,6,1641,81633,-1,11495,395,3,0
8405,2,2,2,27,3881,83983,1,1175,40585,0,6186,41856,0,622,28010,1,12117,38984,3,2906,40762,1,0
280624,1,2,2,26,4264,42738,8,11687,44345,0,4236,93297,0,13983,43006,-1,2267,40825,8,9615,71097,4,1
140704,1,2,2,32,4307,-21114,3,10828,25054,0,1963,14702,0,2405,13142,2,4964,47147,4,1368,9116,0,0
88339,2,6,2,24,9559,34353,3,7127,12208,0,789,58233,3,12883,3095,-1,19881,34834,2,3674,39498,-1,0
176281,1,6,2,36,2469,30616,-1,2562,66770,1,2927,38438,1,11010,22512,6,564,29692,1,8821,67335,4,0
8358,1,2,3,32,3632,55904,3,2312,59760,0,7656,12115,4,224,43042,1,7466,21171,8,5767,19550,0,1
64786,2,4,1,38,54,30976,0,6302,47556,2,6838,32432,1,1640,36568,7,6014,16435,2,2977,36028,0,0
99450,2,1,3,48,7792,61979,1,4683,58383,4,5184,9730,3,1801,52723,-1,8547,48129,3,3832,63307,0,0
176406,2,1,2,43,1502,51161,1,4588,78287,0,24464,41652,0,1624,11506,1,737,67052,0,1717,91960,0,0
153002,1,2,1,39,8479,19998,1,662,29291,1,17992,33900,2,2769,28487,0,3483,58999,2,4145,45247,4,0
32444,2,6,2,21,1543,37192,0,4815,17599,0,2554,26296,2,3458,38561,2,4998,34217,-1,730,46917,3,0
282818,1,5,2,39,54,24489,1,11606,53230,-1,1069,18797,3,7098,20620,1,7137,36148,3,7072,16567,0,0
13278,1,2,3,52,841,43695,-1,448,10663,3,3116,60334,3,1557,42759,1,6234,72365,1,26434,47285,2,0
208051,2,2,1,21,21231,24370,-1,2071,40759,2,9308,36805,0,1774,34375,0,4231,24025,0,266,33688,3,0
